	Adelie1	Adelie2	Adelie3	Adelie4	Gentoo1	Gentoo2	Gentoo3	Gentoo4
PENG0000000554	93	133	78	67	77	51	87	70
PENG0000000555	370	427	441	293	360	276	470	408
PENG0000000556	0	0	0	0	0	0	0	0
PENG0000000557	0	0	1	0	0	0	0	0
PENG0000000558	0	0	0	0	0	0	0	0
PENG0000000559	35	27	22	29	28	27	33	25
PENG0000000560	0	0	0	0	0	0	0	0
PENG0000000561	2876	2659	4224	2018	4208	2291	7826	4047
PENG0000000562	0	0	0	0	0	0	0	0
PENG0000000563	0	0	0	0	0	0	0	0
PENG0000000564	0	0	0	0	0	0	0	0
PENG0000000565	0	0	0	0	4	0	0	0
PENG0000000566	0	0	0	0	0	0	0	0
PENG0000000567	19	28	22	26	21	18	44	26
PENG0000000568	0	1	0	1	1	0	0	0
PENG0000000569	312	330	408	318	170	154	347	263
PENG0000000570	0	0	0	0	0	0	0	0
PENG0000000571	0	0	0	0	0	0	0	0
PENG0000000572	0	0	0	0	0	0	0	0
PENG0000000573	22716	22098	26285	22557	9045	9914	18257	13431
PENG0000000574	1813	2068	2371	1737	1653	1129	2759	1712
PENG0000000575	1225	1016	880	977	907	654	895	1096
PENG0000000576	2	1	4	2	7	1	0	0
PENG0000000577	0	0	0	0	0	0	0	0
PENG0000000578	0	0	0	0	0	0	0	0
PENG0000000579	418	598	453	402	275	256	442	272
PENG0000000580	0	0	0	0	0	0	0	0
PENG0000000581	1724	1507	1627	1225	1805	1134	2147	1841
PENG0000000582	201	253	255	203	250	173	347	257
PENG0000000583	1457	1264	1640	1018	1435	633	6615	1238
PENG0000000584	0	0	0	0	0	0	0	0
PENG0000000585	0	0	0	0	0	0	1	1
PENG0000000586	21	5	37	13	1	1	13	7
PENG0000000587	1217	3093	3085	2178	1220	1417	3408	2429
PENG0000000588	714	941	915	763	648	463	1530	666
PENG0000000589	0	0	0	0	0	0	0	0
PENG0000000590	0	1	2	1	2	0	2	1
PENG0000000591	0	1	0	0	0	0	0	0
PENG0000000592	6572	6493	5976	4401	5984	3535	6355	4227
PENG0000000593	0	0	0	0	0	0	0	0
PENG0000000594	0	0	0	0	0	0	0	0
PENG0000000595	3	0	32	1	4	0	14	1
PENG0000000596	1079	1311	1206	958	1050	815	1237	1209
PENG0000000597	0	0	0	0	0	0	0	0
PENG0000000598	1256	1433	1474	1072	1088	872	1637	1061
PENG0000000599	1347	1850	1929	1299	1027	872	2026	1246
PENG0000000600	0	0	0	0	0	0	0	0
PENG0000000601	660	773	816	617	626	444	831	797
PENG0000000602	0	0	0	0	0	0	0	0
PENG0000000603	0	0	0	0	0	0	0	0
PENG0000000604	107	161	158	128	94	80	194	107
PENG0000000605	1664	1874	752	442	1468	891	853	409
PENG0000000606	1771	1996	1790	1591	1050	636	1410	917
PENG0000000607	0	0	1	1	0	1	1	0
PENG0000000608	0	0	0	0	0	0	0	0
PENG0000000609	532	548	613	448	412	353	703	461
PENG0000000610	0	0	0	0	0	2	0	0
PENG0000000611	2087	5891	1391	1922	4696	6415	8413	5920
PENG0000000612	771	861	1129	1228	1054	1534	2394	2816
PENG0000000613	83	83	66	65	52	25	84	51
PENG0000000614	0	0	0	0	0	0	0	1
PENG0000000615	39	53	72	36	47	34	72	26
PENG0000000616	0	1	0	2	1	0	0	0
PENG0000000617	3316	4138	3681	2945	3311	2453	4949	3429
PENG0000000618	0	1	0	0	0	0	0	0
PENG0000000619	13	15	18	17	10	7	46	22
PENG0000000620	1534	2017	2051	1473	1279	1140	2550	1833
PENG0000000621	2642	3493	3405	3407	1247	1206	1999	1658
PENG0000000622	41	53	59	54	16	17	38	20
PENG0000000623	1511	1383	1781	1554	1219	831	2064	1485
PENG0000000624	443	534	525	415	392	331	565	404
PENG0000000625	155	188	219	138	149	136	401	165
PENG0000000626	59	64	92	75	34	30	45	98
PENG0000000627	0	0	0	0	0	0	0	0
PENG0000000628	0	0	0	0	0	0	0	0
PENG0000000629	0	0	0	0	0	1	0	0
PENG0000000630	779	847	909	502	364	254	523	294
PENG0000000631	2745	3623	3806	2362	3269	2959	5819	3742
PENG0000000632	0	0	0	0	0	0	0	0
PENG0000000633	5	5	7	3	6	0	3	0
PENG0000000634	17	47	34	28	10	8	14	10
PENG0000000635	9293	11348	7969	9809	16866	25012	25629	34231
PENG0000000636	0	0	0	0	0	0	0	0
PENG0000000637	45	39	132	111	40	17	95	62
PENG0000000638	0	0	0	0	0	0	0	0
PENG0000000639	16	14	16	14	24	7	14	25
PENG0000000640	0	0	0	0	0	0	0	0
PENG0000000641	583	657	705	446	592	391	864	555
PENG0000000642	0	0	0	0	0	0	0	0
PENG0000000643	221	263	272	168	179	155	285	183
PENG0000000644	104	104	189	74	96	76	253	109
PENG0000000645	4	5	2	2	1	1	1	3
PENG0000000646	0	7	3	1	2	5	2	1
PENG0000000647	0	0	0	0	0	0	0	0
PENG0000000648	0	0	0	0	0	0	0	0
PENG0000000649	1959	2114	1870	1430	1540	1049	1909	1369
PENG0000000650	171	101	203	153	46	23	192	58
PENG0000000651	0	0	0	0	0	0	0	0
PENG0000000652	0	2	0	0	0	0	1	0
PENG0000000653	74	75	101	69	55	27	81	43
PENG0000000654	206	204	200	184	153	106	273	227
PENG0000000655	12	8	13	5	13	9	12	6
PENG0000000656	4	7	3	2	1	1	7	3
PENG0000000657	0	0	0	0	0	0	0	0
PENG0000000658	0	0	0	0	0	0	1	2
PENG0000000659	818	805	1034	690	1046	551	1320	946
PENG0000000660	659	729	741	543	793	508	1340	481
PENG0000000661	0	0	0	0	0	0	0	0
PENG0000000662	0	0	0	0	0	0	0	0
PENG0000000663	881	724	842	689	1180	905	1825	1542
PENG0000000664	0	1	6	3	1	0	1	1
PENG0000000665	1731	1691	1847	1392	1451	885	2157	1567
PENG0000000666	1	5	1	2	2	2	6	1
PENG0000000667	206	184	194	156	174	111	260	177
PENG0000000668	0	0	0	0	0	0	0	0
PENG0000000669	907	1317	1255	936	974	749	1660	1064
PENG0000000670	1127	1445	1367	1022	743	725	1520	851
PENG0000000671	2510	2210	5102	1425	1479	1243	5579	1205
PENG0000000672	0	0	0	0	0	0	0	0
PENG0000000673	440	482	541	355	427	262	554	374
PENG0000000674	0	0	0	0	0	0	0	0
PENG0000000675	20	40	35	31	13	14	41	38
PENG0000000676	0	0	1	0	0	0	0	0
PENG0000000677	601	658	660	542	590	489	928	571
PENG0000000678	0	0	0	0	0	0	0	0
PENG0000000679	0	0	0	0	0	0	0	0
PENG0000000680	16	18	7	16	6	9	16	11
PENG0000000681	0	0	0	0	0	0	0	0
PENG0000000682	84	144	97	67	78	58	94	83
PENG0000000683	795	550	257	358	836	426	384	419
PENG0000000684	1	0	0	0	0	0	0	0
PENG0000000685	0	0	0	0	0	1	0	0
PENG0000000686	0	0	0	0	0	0	0	0
PENG0000000687	507	508	571	375	480	306	623	337
PENG0000000688	0	1	3	0	3	0	3	0
PENG0000000689	1270	1998	1465	1023	1265	1213	2321	1423
PENG0000000690	0	0	0	0	0	0	0	0
PENG0000000691	2219	3761	3160	2375	2541	1965	4847	3419
PENG0000000692	785	863	923	704	676	506	942	818
PENG0000000693	476	495	486	373	478	314	615	437
PENG0000000694	0	0	0	0	0	0	0	0
PENG0000000695	124	55	50	45	121	51	80	55
PENG0000000696	0	1	0	0	0	0	0	0
PENG0000000697	790	779	993	699	780	546	1078	731
PENG0000000698	5	2	3	0	0	1	0	0
PENG0000000699	5	6	4	3	0	0	7	5
PENG0000000700	46	59	57	57	38	27	61	74
PENG0000000701	7	8	7	15	2	5	9	18
PENG0000000702	21	29	27	34	18	16	30	29
PENG0000000703	0	0	0	0	0	0	0	0
PENG0000000704	1922	2372	2975	2029	2725	2442	5352	2992
PENG0000000705	408	405	487	349	472	242	773	367
PENG0000000706	0	0	0	0	0	0	0	0
PENG0000000707	0	0	0	0	0	0	0	0
PENG0000000708	0	0	0	2	2	0	3	1
PENG0000000709	5	14	22	15	12	12	24	14
PENG0000000710	987	1221	1152	748	736	627	1223	646
PENG0000000711	332	325	234	264	371	210	419	370
PENG0000000712	4	3	3	3	0	1	0	0
PENG0000000713	0	0	0	0	0	0	0	0
PENG0000000714	813	739	889	670	712	318	1154	524
PENG0000000715	0	0	0	0	0	0	0	0
PENG0000000716	247	263	288	200	222	161	283	178
PENG0000000717	6866	7943	8667	5915	5166	3883	7358	5427
PENG0000000718	0	1	0	0	3	2	2	0
PENG0000000719	0	0	0	0	0	0	0	0
PENG0000000720	22	30	22	14	23	9	33	14
PENG0000000721	72	165	228	94	66	42	182	102
PENG0000000722	0	0	0	0	0	0	0	0
PENG0000000723	0	0	1	0	0	1	0	0
PENG0000000724	717	805	794	651	716	843	1083	1096
PENG0000000725	24	22	6	8	25	11	16	15
PENG0000000726	207	328	417	242	185	182	433	276
PENG0000000727	0	0	0	0	0	0	0	0
PENG0000000728	0	0	0	0	0	0	0	0
PENG0000000729	0	0	0	0	0	0	0	0
PENG0000000730	65	28	31	83	94	15	55	93
PENG0000000731	0	0	0	0	0	0	0	0
PENG0000000732	284	294	96	196	200	180	92	224
PENG0000000733	9	5	2	4	10	1	5	3
PENG0000000734	109	67	105	114	92	35	114	103
PENG0000000735	0	0	0	0	0	0	0	0
PENG0000000736	2	3	11	0	8	0	12	0
PENG0000000737	0	0	0	0	0	0	0	0
PENG0000000738	0	2	1	0	0	0	0	0
PENG0000000739	0	0	0	0	0	0	0	0
PENG0000000740	366	478	456	343	315	217	590	289
PENG0000000741	0	0	0	0	0	0	0	0
PENG0000000742	0	0	1	0	0	0	0	0
PENG0000000743	0	0	0	0	0	0	0	0
PENG0000000744	0	0	0	0	0	0	0	0
PENG0000000745	0	0	0	0	0	0	0	0
PENG0000000746	0	0	0	0	0	0	0	0
PENG0000000747	510	678	618	542	470	404	782	598
PENG0000000748	6979	7807	6979	4886	5816	3837	11897	4677
PENG0000000749	969	1209	1273	989	839	1216	1794	1416
PENG0000000750	673	799	721	573	494	282	829	435
PENG0000000751	0	0	0	0	0	0	0	0
PENG0000000752	0	0	0	0	1	0	0	0
PENG0000000753	538	726	665	550	581	582	1065	735
PENG0000000754	0	0	0	0	0	0	0	0
PENG0000000755	618	576	622	441	608	287	765	493
PENG0000000756	14	25	17	17	12	18	29	8
PENG0000000757	0	0	0	0	0	0	0	0
PENG0000000758	0	0	0	0	0	0	0	0
PENG0000000759	1	4	3	3	0	1	1	2
PENG0000000760	0	2	0	1	0	0	3	0
PENG0000000761	9	21	11	14	19	6	18	18
PENG0000000762	18	11	19	15	16	8	30	8
PENG0000000763	1	1	0	0	0	0	0	0
PENG0000000764	1152	1327	1394	947	970	711	1453	894
PENG0000000765	0	0	0	0	0	0	0	0
PENG0000000766	0	1	0	0	1	1	6	1
PENG0000000767	111	161	152	104	121	107	181	118
PENG0000000768	0	0	0	0	0	0	0	0
PENG0000000769	0	0	0	0	0	0	0	0
PENG0000000770	321	390	432	300	269	205	458	321
PENG0000000771	1739	1835	2036	1569	1672	1465	2567	2210
PENG0000000772	0	0	0	0	0	0	0	0
PENG0000000773	302	299	266	247	259	154	332	264
PENG0000000774	264	250	325	175	226	154	330	154
PENG0000000775	199	239	224	173	146	100	206	186
PENG0000000776	47	71	68	75	48	53	114	81
PENG0000000777	3285	3574	3656	2732	2625	1752	3800	2565
PENG0000000778	157	130	144	101	145	96	201	129
PENG0000000779	2	3	1	0	2	1	1	0
PENG0000000780	0	0	0	0	0	0	1	0
PENG0000000781	0	0	0	0	0	0	0	0
PENG0000000782	7	6	2	12	2	1	3	4
PENG0000000783	221	184	149	150	139	81	139	138
PENG0000000784	8	141	25	30	3	51	16	19
PENG0000000785	373	490	462	372	335	242	543	357
PENG0000000786	1182	1038	1056	593	952	604	999	774
PENG0000000787	12	18	32	5	8	10	32	10
PENG0000000788	105	123	129	104	56	63	91	82
PENG0000000789	10	16	8	10	3	1	13	9
PENG0000000790	542	516	561	503	535	287	728	484
PENG0000000791	1231	1286	1266	993	1074	759	1606	1244
PENG0000000792	5465	6709	6346	4493	5458	3656	7276	4857
PENG0000000793	0	0	0	0	0	0	0	0
PENG0000000794	8	16	4	8	10	4	6	6
PENG0000000795	0	0	0	0	0	0	0	0
PENG0000000796	0	0	0	0	0	0	0	0
PENG0000000797	0	1	0	1	1	1	2	0
PENG0000000798	213	237	306	191	260	210	508	295
PENG0000000799	5	3	1	1	0	0	0	0
PENG0000000800	0	1	0	0	0	0	0	0
PENG0000000801	0	1	0	1	0	0	0	0
PENG0000000802	0	0	0	0	0	0	0	0
PENG0000000803	0	0	0	0	0	0	0	0
PENG0000000804	23	10	24	8	21	8	31	11
PENG0000000805	50	99	37	104	9	24	32	19
PENG0000000806	0	0	0	0	0	0	0	0
PENG0000000807	336	353	340	296	363	220	563	399
PENG0000000808	1030	1224	1124	865	826	653	1224	800
PENG0000000809	3221	3838	3869	3100	3230	2296	5221	3713
PENG0000000810	0	0	0	0	0	0	0	0
PENG0000000811	1	0	0	0	0	0	0	0
PENG0000000812	0	0	0	0	0	0	0	0
PENG0000000813	0	0	0	0	0	0	0	0
PENG0000000814	0	0	0	0	0	0	0	0
PENG0000000815	0	0	0	0	0	0	0	0
PENG0000000816	0	0	0	0	0	0	0	0
PENG0000000817	87	104	92	87	83	78	166	85
PENG0000000818	62	38	54	35	50	31	58	36
PENG0000000819	0	1	1	0	0	0	0	1
PENG0000000820	191	203	235	165	159	93	250	188
PENG0000000821	4182	4526	5005	3371	3404	2498	6072	3530
PENG0000000822	0	0	0	0	0	0	0	0
PENG0000000823	494	696	649	580	454	367	752	452
PENG0000000824	0	2	1	3	1	1	0	0
PENG0000000825	346	341	370	276	263	255	580	324
PENG0000000826	725	703	642	585	567	363	722	493
PENG0000000827	382	336	364	304	368	185	535	368
PENG0000000828	0	0	0	0	0	0	0	0
PENG0000000829	1	5	2	20	1	2	3	6
PENG0000000830	76	78	67	85	49	75	58	140
PENG0000000831	1181	1431	1598	1190	871	767	1549	1062
PENG0000000832	0	0	0	0	0	0	0	0
PENG0000000833	0	0	0	0	0	0	0	0
PENG0000000834	0	0	0	0	6	0	0	0
PENG0000000835	1	0	0	0	1	0	1	0
PENG0000000836	0	0	0	0	0	0	0	0
PENG0000000837	0	0	0	0	0	0	1	0
PENG0000000838	0	0	0	0	0	0	0	0
PENG0000000839	0	0	0	0	0	0	0	0
PENG0000000840	0	0	0	0	0	0	0	0
PENG0000000841	0	0	0	0	0	0	0	0
PENG0000000842	0	0	1	0	0	1	1	0
PENG0000000843	0	0	0	0	0	0	0	0
PENG0000000844	328	323	319	215	281	186	358	270
PENG0000000845	0	0	0	0	0	0	0	0
PENG0000000846	411	422	420	449	408	312	626	506
PENG0000000847	0	0	0	0	0	0	0	0
PENG0000000848	472	745	737	558	413	408	736	570
PENG0000000849	30	325	249	112	145	689	2328	527
PENG0000000850	2118	2454	2694	1990	1728	1196	3085	1685
PENG0000000851	0	0	0	0	0	0	0	0
PENG0000000852	0	0	0	0	0	0	0	0
PENG0000000853	0	0	0	0	0	1	0	0
PENG0000000854	0	2	0	0	0	0	0	0
PENG0000000855	2777	3464	3683	2468	2460	1863	4450	2502
PENG0000000856	0	0	0	0	0	0	0	0
PENG0000000857	0	0	0	0	0	0	0	0
PENG0000000858	224	296	270	183	171	132	256	215
PENG0000000859	1	0	0	0	0	0	0	0
PENG0000000860	26544	29614	35744	23837	12781	9911	33460	15455
PENG0000000861	1519	2076	2294	1332	1435	1014	1661	1131
PENG0000000862	876	875	1016	734	723	554	1153	801
PENG0000000863	0	0	0	0	0	0	0	0
PENG0000000864	1151	1360	1214	1058	533	734	1045	1134
PENG0000000865	6	7	6	4	7	2	5	5
PENG0000000866	1269	1224	1343	945	988	767	1792	1211
PENG0000000867	19	30	25	26	18	9	20	26
PENG0000000868	16	12	8	8	5	0	9	2
PENG0000000869	5	6	6	4	3	2	13	8
PENG0000000870	0	0	0	0	0	0	0	0
PENG0000000871	0	0	0	0	0	0	0	0
PENG0000000872	0	3	0	0	0	0	0	0
PENG0000000873	776	800	765	604	695	451	1030	624
PENG0000000874	0	0	0	0	0	0	0	0
PENG0000000875	11	9	6	10	7	5	10	7
PENG0000000876	0	0	0	0	0	0	0	0
PENG0000000877	0	0	0	1	0	0	0	0
PENG0000000878	694	914	1044	1003	842	783	1442	1486
PENG0000000879	737	900	1077	667	593	548	1201	681
PENG0000000880	758	1323	1013	656	1026	1065	2349	1311
PENG0000000881	0	0	0	0	0	0	0	1
PENG0000000882	413	474	411	297	310	215	388	247
PENG0000000883	0	0	0	0	0	0	0	0
PENG0000000884	0	0	0	0	0	0	0	0
PENG0000000885	711	745	634	556	554	396	732	585
PENG0000000886	1626	2012	1888	1552	1507	1250	2263	1397
PENG0000000887	5	7	5	5	4	3	5	6
PENG0000000888	234	377	324	239	255	210	276	260
PENG0000000889	0	0	0	0	0	0	0	0
PENG0000000890	15	13	26	12	13	20	37	14
PENG0000000891	16	20	10	21	20	16	17	18
PENG0000000892	0	0	0	0	0	0	0	0
PENG0000000893	0	0	0	0	0	0	0	0
PENG0000000894	156	155	157	112	109	85	171	103
PENG0000000895	70	82	102	64	66	41	138	65
PENG0000000896	0	0	0	0	0	0	0	0
PENG0000000897	0	0	0	0	0	0	0	0
PENG0000000898	1651	1787	1965	1383	1283	1121	2265	1290
PENG0000000899	17055	14901	13022	9122	15535	7279	32202	10384
PENG0000000900	0	0	0	0	0	1	1	0
PENG0000000901	5167	6281	7446	4628	4357	3604	9053	5332
PENG0000000902	0	0	0	0	0	0	0	0
PENG0000000903	1615	1864	1919	1289	1288	1005	1998	1145
PENG0000000904	0	0	0	0	0	0	0	0
PENG0000000905	0	0	0	0	0	0	0	0
PENG0000000906	0	0	0	0	0	0	0	0
PENG0000000907	441	575	653	227	3707	3100	6384	3484
PENG0000000908	606	752	654	528	508	401	869	589
PENG0000000909	1	2	6	3	7	0	6	4
PENG0000000910	1295	1204	1174	931	863	507	1495	856
PENG0000000911	934	1824	1930	1148	1246	1076	3202	1251
PENG0000000912	0	0	0	0	0	0	0	0
PENG0000000913	4	5	5	3	1	1	2	4
PENG0000000914	2	0	3	2	2	2	2	6
PENG0000000915	0	0	1	0	3	0	0	0
PENG0000000916	0	1	2	0	0	0	1	0
PENG0000000917	0	0	0	0	0	0	0	0
PENG0000000918	481	577	599	386	363	228	467	370
PENG0000000919	434	371	450	297	320	212	488	287
PENG0000000920	3	1	3	1	0	2	4	0
PENG0000000921	2984	3248	2972	3013	2719	2033	3770	3480
PENG0000000922	1331	1365	1281	1073	1028	823	1498	1296
PENG0000000923	0	0	0	0	0	0	0	0
PENG0000000924	0	0	0	0	0	0	0	0
PENG0000000925	0	0	0	0	0	0	0	0
PENG0000000926	331	467	443	340	355	251	641	363
PENG0000000927	1240	1189	1529	1159	898	603	1898	1044
PENG0000000928	81	89	70	70	31	20	86	43
PENG0000000929	1	0	1	0	0	0	0	0
PENG0000000930	0	0	0	0	0	0	0	0
PENG0000000931	0	0	0	0	0	0	0	0
PENG0000000932	13	4	6	3	12	2	7	3
PENG0000000933	247	425	128	79	387	270	278	153
PENG0000000934	0	0	0	0	0	0	0	0
PENG0000000935	128	170	197	141	186	84	331	213
PENG0000000936	0	0	0	0	0	0	0	0
PENG0000000937	139	146	176	147	144	100	206	153
PENG0000000938	827	1023	885	752	667	593	968	734
PENG0000000939	268	241	246	203	176	112	237	154
PENG0000000940	0	0	0	0	0	0	0	0
PENG0000000941	0	0	0	0	0	0	0	0
PENG0000000942	0	0	0	0	0	0	0	0
PENG0000000943	600	611	593	478	529	319	690	516
PENG0000000944	0	0	0	0	0	0	0	0
PENG0000000945	97	153	109	99	118	97	132	103
PENG0000000946	0	0	0	0	0	0	0	0
PENG0000000947	0	0	0	0	1	0	0	0
PENG0000000948	0	0	0	0	0	0	0	0
PENG0000000949	0	0	0	0	0	0	0	0
PENG0000000950	0	0	0	0	0	0	0	0
PENG0000000951	0	0	0	0	0	0	0	0
PENG0000000952	89	265	286	125	56	133	271	64
PENG0000000953	0	0	0	0	0	0	0	0
PENG0000000954	12	203	68	6	10	115	91	14
PENG0000000955	830	952	834	741	1099	668	1784	802
PENG0000000956	1	0	0	0	0	1	0	0
PENG0000000957	0	0	0	0	0	0	0	0
PENG0000000958	0	0	0	0	0	0	0	0
PENG0000000959	339	383	417	298	273	205	462	324
PENG0000000960	0	0	0	0	0	0	0	0
PENG0000000961	63	149	117	84	57	27	98	29
PENG0000000962	45	83	64	68	39	38	67	86
PENG0000000963	1058	1322	1436	919	981	578	1773	901
PENG0000000964	0	0	0	0	0	0	0	0
PENG0000000965	3	0	1	0	0	0	0	0
PENG0000000966	0	0	0	0	0	0	0	0
PENG0000000967	71	80	85	45	46	37	113	68
PENG0000000968	20	15	23	13	18	11	22	9
PENG0000000969	2859	2985	2968	2690	1601	1244	2091	1859
PENG0000000970	0	0	0	0	0	0	0	0
PENG0000000971	177	349	260	197	198	259	476	332
PENG0000000972	1204	1643	1510	1220	1187	1224	1888	1643
PENG0000000973	0	1	0	0	0	0	0	0
PENG0000000974	1	0	0	0	1	0	1	0
PENG0000000975	2408	2754	3016	2463	1425	1059	2490	2089
PENG0000000976	1786	2212	2173	1470	1703	1225	1861	1798
PENG0000000977	0	0	0	0	0	0	0	0
PENG0000000978	7	29	3	6	3	11	7	6
PENG0000000979	0	0	1	0	0	0	0	0
PENG0000000980	0	0	0	0	0	0	0	0
PENG0000000981	1099	1223	1256	1043	1015	818	1143	1093
PENG0000000982	0	0	0	0	0	0	0	0
PENG0000000983	494	427	541	387	513	284	850	448
PENG0000000984	2	14	20	6	8	12	70	14
PENG0000000985	1288	1537	1986	1007	1136	916	3610	1245
PENG0000000986	108	127	113	124	83	63	147	105
PENG0000000987	142	166	142	125	141	107	218	161
PENG0000000988	205	298	308	239	138	150	332	220
PENG0000000989	743	1001	1087	734	608	430	1132	586
PENG0000000990	3556	4081	4259	2901	3190	2661	5446	3026
PENG0000000991	1	0	0	0	0	0	1	2
PENG0000000992	600	692	722	450	290	244	524	295
PENG0000000993	1514	1781	1782	1638	2686	2306	3414	3794
PENG0000000994	377	777	267	506	490	754	661	1041
PENG0000000995	0	0	0	0	0	0	0	0
PENG0000000996	0	0	0	0	0	0	0	0
PENG0000000997	0	0	1	0	0	0	0	0
PENG0000000998	0	0	0	0	0	0	0	0
PENG0000000999	0	0	0	0	0	0	0	0
PENG0000001000	31	68	58	47	25	60	58	52
PENG0000001001	26	107	83	49	44	88	97	96
PENG0000001002	0	0	0	0	1	0	2	0
PENG0000001003	0	0	0	0	0	0	0	0
PENG0000001004	0	0	0	0	0	0	0	0
PENG0000001005	695	754	976	595	502	328	799	493
PENG0000001006	0	0	0	0	0	0	0	0
PENG0000001007	1	3	3	1	0	0	0	0
PENG0000001008	6688	8632	7969	5877	6912	4967	11534	6993
PENG0000001009	1084	1336	1006	1041	1106	1109	1474	1510
PENG0000001010	0	1	1	0	1	0	1	0
PENG0000001011	295	303	294	304	254	179	386	324
PENG0000001012	2350	2278	2622	2121	2465	1294	3190	2207
PENG0000001013	1	0	0	0	0	0	0	0
PENG0000001014	5	7	9	2	6	2	7	3
PENG0000001015	3	6	4	2	1	3	4	1
PENG0000001016	27	12	18	10	13	2	15	6
PENG0000001017	0	0	0	0	0	0	0	0
PENG0000001018	0	0	0	0	0	0	0	0
PENG0000001019	0	0	0	0	0	0	0	0
PENG0000001020	45	36	22	9	34	10	15	2
PENG0000001021	0	0	0	0	0	0	0	0
PENG0000001022	0	0	0	0	0	0	0	0
PENG0000001023	0	0	0	0	0	0	1	0
PENG0000001024	296	366	389	284	257	295	580	442
PENG0000001025	6	1	133	1	3	0	150	5
PENG0000001026	90	156	28	49	50	35	38	50
PENG0000001027	461	477	462	391	387	284	528	401
PENG0000001028	0	0	0	0	0	0	0	0
PENG0000001029	0	1	2	0	0	0	1	1
PENG0000001030	213	391	182	287	132	169	203	246
PENG0000001031	9	4	10	5	10	7	9	13
PENG0000001032	0	0	0	0	0	0	0	0
PENG0000001033	1	0	1	0	0	0	0	0
PENG0000001034	0	0	1	0	0	0	2	0
PENG0000001035	14	11	16	15	10	9	28	12
PENG0000001036	1616	2089	2163	1913	1276	1203	2270	1963
PENG0000001037	80	87	82	82	64	58	73	88
PENG0000001038	0	0	0	0	0	0	0	0
PENG0000001039	21	23	30	43	34	21	30	38
PENG0000001040	397	380	370	297	308	233	451	295
PENG0000001041	14	26	26	18	11	12	31	23
PENG0000001042	1	2	0	1	3	4	1	6
PENG0000001043	0	0	0	0	0	0	0	0
PENG0000001044	111	303	718	250	324	1395	5450	1075
PENG0000001045	1222	1678	1396	1475	1393	1273	2029	1914
PENG0000001046	1	0	2	0	3	0	4	2
PENG0000001047	0	0	1	1	5	2	4	1
PENG0000001048	8	5	5	12	13	6	5	10
PENG0000001049	5523	11975	6409	6949	7813	12247	21780	15771
PENG0000001050	1040	1195	1513	1070	992	712	1773	1081
PENG0000001051	135	164	157	131	79	86	221	96
PENG0000001052	0	0	0	0	0	0	0	0
PENG0000001053	0	2	0	0	0	0	1	0
PENG0000001054	3079	3436	3275	3202	2486	1681	2873	2808
PENG0000001055	0	0	0	0	0	0	0	0
PENG0000001056	497	480	612	430	504	313	845	523
PENG0000001057	81	113	131	103	143	186	725	262
PENG0000001058	0	1	12	1	3	4	41	5
PENG0000001059	0	0	0	0	0	0	0	0
PENG0000001060	0	1	1	2	0	2	4	3
PENG0000001061	4275	4347	3224	4036	1655	1274	2252	2031
PENG0000001062	8	17	8	6	54	8	20	20
PENG0000001063	45	68	45	47	41	35	70	58
PENG0000001064	39	29	18	22	6	10	11	12
PENG0000001065	251	232	203	203	272	312	325	326
PENG0000001066	0	0	0	0	0	0	0	0
PENG0000001067	829	881	872	745	570	471	791	656
PENG0000001068	5	8	4	0	5	0	2	5
PENG0000001069	0	0	0	0	1	0	0	0
PENG0000001070	0	0	9	0	0	0	4	0
PENG0000001071	133	141	84	56	167	136	115	134
PENG0000001072	0	0	0	0	0	0	0	0
PENG0000001073	434	674	662	297	494	538	1765	438
PENG0000001074	76	102	111	89	94	60	127	84
PENG0000001075	0	0	0	0	0	0	0	0
PENG0000001076	0	0	0	0	0	0	0	0
PENG0000001077	17	12	0	6	9	9	0	15
PENG0000001078	0	0	0	0	0	0	0	0
PENG0000001079	171	213	230	157	128	97	221	132
PENG0000001080	0	0	0	0	0	0	0	0
PENG0000001081	35	61	43	37	22	17	34	30
PENG0000001082	8	4	2	15	13	5	2	16
PENG0000001083	327	339	405	353	428	269	612	438
PENG0000001084	89	92	96	70	83	65	131	63
PENG0000001085	0	1	0	0	1	0	1	0
PENG0000001086	0	0	0	0	1	0	0	0
PENG0000001087	323	170	621	127	544	73	1359	161
PENG0000001088	26	42	38	28	18	10	20	25
PENG0000001089	1	2	3	3	0	2	4	0
PENG0000001090	74	42	8	71	9	7	5	13
PENG0000001091	18	29	14	45	13	13	8	39
PENG0000001092	0	1	2	1	0	1	0	0
PENG0000001093	911	832	1040	558	723	499	1189	614
PENG0000001094	0	0	0	0	0	0	0	0
PENG0000001095	111	89	135	72	85	60	217	88
PENG0000001096	426	542	568	360	388	337	633	445
PENG0000001097	0	0	0	0	0	0	0	0
PENG0000001098	2	0	1	0	0	0	0	0
PENG0000001099	0	0	0	0	0	0	0	0
PENG0000001100	4	1	1	2	3	0	5	4
PENG0000001101	506	536	498	428	419	207	535	356
PENG0000001102	4173	4524	4659	3894	3744	2939	6540	3809
PENG0000001103	8	12	18	8	7	4	8	3
PENG0000001104	1217	1105	1125	920	810	608	1336	939
PENG0000001105	0	0	0	0	0	0	0	0
PENG0000001106	259	387	367	268	213	204	414	293
PENG0000001107	0	0	0	0	0	0	0	0
PENG0000001108	17	20	19	25	25	15	34	12
PENG0000001109	274	436	374	314	202	241	430	305
